sensor_id,timestamp,temperature,humidity,pressure,light_level,motion_detected,battery_level,signal_strength,device_status
SENSOR_016,2026-01-23 20:31:09.939275,28.86,60.87,1007.33,885,0,83.9,-39,Idle
SENSOR_050,2026-01-24 17:13:09.939277,20.51,58.74,1012.54,451,0,67.6,-35,Idle
SENSOR_035,2026-01-24 12:08:09.939279,26.86,38.98,1001.14,78,0,60.9,-46,Error
SENSOR_019,2026-01-24 17:33:09.939280,29.0,51.63,1011.05,595,0,87.1,-77,Idle
SENSOR_022,2026-01-24 10:29:09.939282,21.6,47.13,1001.91,171,1,98.8,-62,Active
SENSOR_037,2026-01-23 20:08:09.939284,20.88,77.65,1010.62,211,0,34.5,-56,Active
SENSOR_026,2026-01-24 05:07:09.939286,19.98,42.12,1009.69,885,1,75.3,-41,Sleep
SENSOR_003,2026-01-24 02:12:09.939288,23.76,53.58,1016.3,444,1,26.5,-82,Active
SENSOR_040,2026-01-24 15:08:09.939290,29.53,76.9,1013.66,148,1,23.4,-44,Sleep
SENSOR_018,2026-01-24 09:29:09.939292,15.86,69.46,1031.78,9,0,42.5,-37,Active
SENSOR_024,2026-01-24 07:24:09.939294,23.1,78.23,1007.9,541,0,97.7,-59,Active
SENSOR_018,2026-01-23 18:40:09.939295,22.88,60.42,1011.67,791,0,64.2,-32,Idle
SENSOR_043,2026-01-23 19:59:09.939297,12.98,46.69,1044.84,943,0,41.5,-35,Active
SENSOR_017,2026-01-24 11:23:09.939299,17.56,71.33,1010.76,54,1,30.6,-64,Idle
SENSOR_042,2026-01-24 13:23:09.939301,18.59,44.57,1022.53,871,0,93.6,-81,Active
SENSOR_050,2026-01-24 07:19:09.939303,25.82,38.24,1018.77,638,1,49.0,-66,Sleep
SENSOR_039,2026-01-24 16:05:09.939305,26.69,65.31,1036.35,179,1,44.5,-42,Active
SENSOR_001,2026-01-24 04:58:09.939307,12.62,61.95,998.69,743,0,88.6,-46,Active
SENSOR_008,2026-01-24 08:07:09.939309,25.2,73.95,997.55,380,0,68.4,-58,Active
SENSOR_020,2026-01-24 11:50:09.939311,24.55,78.1,1001.82,421,0,33.5,-80,Active
SENSOR_037,2026-01-24 08:23:09.939313,24.89,72.86,1014.73,450,0,53.7,-54,Idle
SENSOR_043,2026-01-24 13:07:09.939315,22.76,33.0,1002.97,92,0,94.3,-82,Active
SENSOR_021,2026-01-23 22:37:09.939316,26.75,63.23,991.67,519,1,92.1,-84,Active
SENSOR_017,2026-01-24 07:08:09.939318,27.86,69.24,1003.76,412,0,25.6,-84,Active
SENSOR_012,2026-01-24 03:47:09.939320,13.83,79.1,1016.69,758,0,41.5,-57,Active
SENSOR_029,2026-01-24 10:12:09.939322,21.76,48.73,1003.96,393,0,32.4,-72,Active
SENSOR_030,2026-01-24 11:29:09.939324,20.73,38.49,1024.42,964,0,62.7,-71,Active
SENSOR_002,2026-01-24 08:36:09.939326,19.14,72.65,1001.75,330,0,80.0,-41,Active
SENSOR_029,2026-01-24 11:06:09.939328,19.73,45.87,1013.14,707,0,43.6,-49,Sleep
SENSOR_001,2026-01-24 11:52:09.939330,22.93,59.91,1009.09,432,0,80.6,-66,Active
SENSOR_030,2026-01-24 07:50:09.939331,15.52,49.49,1014.88,953,0,73.5,-86,Error
SENSOR_003,2026-01-24 09:03:09.939333,25.35,50.12,1015.89,162,0,78.3,-43,Active
SENSOR_023,2026-01-23 18:06:09.939335,20.15,66.62,1028.85,945,0,95.9,-62,Active
SENSOR_031,2026-01-24 02:54:09.939337,26.37,48.07,1019.9,39,1,54.0,-36,Active
SENSOR_041,2026-01-24 08:53:09.939339,18.9,64.65,1008.79,765,0,47.4,-64,Active
SENSOR_036,2026-01-24 14:45:09.939341,18.63,30.72,1019.13,907,0,74.7,-66,Active
SENSOR_014,2026-01-24 01:11:09.939343,17.27,46.23,1020.5,84,0,84.6,-54,Sleep
SENSOR_027,2026-01-24 05:47:09.939344,18.93,45.95,1033.45,783,0,35.3,-76,Active
SENSOR_004,2026-01-23 22:09:09.939346,17.99,67.44,1011.43,589,1,87.7,-37,Idle
SENSOR_038,2026-01-24 05:30:09.939348,24.17,45.73,1012.17,724,1,24.6,-43,Active
SENSOR_006,2026-01-24 06:00:09.939350,27.24,61.67,1026.12,815,0,20.5,-87,Active
SENSOR_018,2026-01-23 20:00:09.939352,23.94,64.43,993.01,766,1,32.7,-77,Active
SENSOR_040,2026-01-24 00:03:09.939354,21.61,62.92,1010.95,90,1,98.3,-35,Sleep
SENSOR_036,2026-01-24 02:34:09.939356,24.43,60.16,1019.94,483,0,61.9,-42,Active
SENSOR_021,2026-01-23 20:22:09.939357,21.82,50.68,1023.47,384,1,23.7,-74,Sleep
SENSOR_005,2026-01-23 18:27:09.939359,22.14,48.67,990.91,192,0,99.8,-70,Active
SENSOR_029,2026-01-24 12:05:09.939361,20.47,58.23,999.62,252,0,79.6,-75,Active
SENSOR_012,2026-01-24 16:39:09.939363,26.18,33.19,988.07,789,1,87.0,-65,Active
SENSOR_017,2026-01-23 21:56:09.939365,9.17,73.79,1021.73,654,0,37.0,-82,Idle
SENSOR_050,2026-01-24 04:45:09.939367,11.34,71.27,1015.04,243,1,28.4,-89,Idle
SENSOR_018,2026-01-24 12:36:09.939369,27.14,47.32,1027.19,723,0,61.2,-48,Active
SENSOR_017,2026-01-23 23:33:09.939371,21.02,58.34,1013.29,706,1,81.8,-76,Sleep
SENSOR_032,2026-01-23 22:30:09.939372,26.59,76.61,1035.41,269,0,71.0,-56,Active
SENSOR_009,2026-01-24 10:43:09.939374,18.96,43.58,1003.57,840,0,70.5,-67,Sleep
SENSOR_015,2026-01-23 17:56:09.939376,30.37,67.12,1009.33,18,0,80.6,-43,Idle
SENSOR_041,2026-01-24 03:06:09.939378,21.32,34.14,1017.13,39,1,38.2,-38,Idle
SENSOR_012,2026-01-24 06:04:09.939380,24.25,56.17,1005.87,609,0,72.9,-40,Idle
SENSOR_010,2026-01-23 19:51:09.939382,19.76,74.2,1017.17,515,0,51.4,-37,Active
SENSOR_040,2026-01-23 18:38:09.939384,17.51,57.59,1011.89,32,0,25.6,-53,Active
SENSOR_042,2026-01-24 08:03:09.939386,13.3,60.81,1011.31,810,0,36.2,-77,Active
SENSOR_004,2026-01-24 10:50:09.939387,25.93,75.38,1011.75,676,1,83.5,-54,Active
SENSOR_015,2026-01-24 06:14:09.939389,23.98,65.77,1020.05,449,0,91.7,-54,Active
SENSOR_008,2026-01-23 18:02:09.939391,22.47,64.79,1009.57,538,0,42.6,-85,Active
SENSOR_042,2026-01-24 00:43:09.939393,16.31,59.32,1001.8,684,0,35.2,-73,Active
SENSOR_003,2026-01-23 23:05:09.939395,29.08,61.65,1013.67,848,0,22.1,-69,Active
SENSOR_012,2026-01-24 08:44:09.939397,22.53,70.19,1006.66,624,0,95.8,-73,Active
SENSOR_044,2026-01-24 14:49:09.939399,25.51,78.96,1003.01,945,1,74.7,-40,Active
SENSOR_033,2026-01-24 00:23:09.939401,21.99,69.77,995.69,884,1,96.6,-89,Sleep
SENSOR_029,2026-01-24 10:43:09.939403,16.55,65.38,1022.31,891,0,89.1,-59,Active
SENSOR_038,2026-01-24 09:06:09.939405,26.96,36.78,1019.62,606,0,47.2,-74,Idle
SENSOR_021,2026-01-24 10:28:09.939406,24.25,70.85,1027.07,318,1,29.0,-31,Active
SENSOR_003,2026-01-24 01:57:09.939408,21.09,66.8,1013.03,744,0,59.9,-90,Active
SENSOR_036,2026-01-24 09:00:09.939410,24.17,68.52,1023.79,645,0,22.1,-82,Active
SENSOR_046,2026-01-24 16:50:09.939412,26.09,41.55,1003.56,123,0,32.0,-78,Active
SENSOR_015,2026-01-24 13:58:09.939414,25.3,75.17,993.92,371,0,38.7,-55,Active
SENSOR_004,2026-01-24 00:16:09.939416,13.44,34.86,1005.48,350,0,73.3,-54,Active
SENSOR_046,2026-01-23 19:26:09.939417,14.55,42.68,1010.94,322,1,60.8,-33,Active
SENSOR_017,2026-01-23 20:22:09.939419,25.66,63.15,1016.6,487,0,44.2,-61,Active
SENSOR_017,2026-01-24 11:33:09.939421,18.52,63.69,1025.81,450,1,65.2,-60,Sleep
SENSOR_002,2026-01-24 01:41:09.939423,16.76,45.67,1016.22,352,0,30.0,-68,Active
SENSOR_044,2026-01-24 13:08:09.939425,23.86,65.08,1035.57,115,0,80.5,-41,Active
SENSOR_023,2026-01-24 01:58:09.939427,16.61,49.4,1014.2,954,0,77.0,-63,Active
SENSOR_035,2026-01-23 21:53:09.939428,19.6,30.01,1014.01,12,1,37.3,-32,Active
SENSOR_046,2026-01-24 06:53:09.939430,26.26,38.13,1016.38,916,0,68.5,-81,Error
SENSOR_003,2026-01-24 05:12:09.939432,14.43,74.13,1016.79,319,0,60.3,-66,Active
SENSOR_039,2026-01-23 22:40:09.939434,15.16,41.13,1016.65,164,1,24.9,-31,Active
SENSOR_016,2026-01-24 05:01:09.939436,13.95,35.65,1000.68,719,1,42.3,-55,Active
SENSOR_023,2026-01-23 19:26:09.939438,17.69,64.11,1021.52,84,1,100.0,-65,Active
SENSOR_007,2026-01-23 21:49:09.939467,22.41,52.04,1038.06,247,0,28.0,-65,Active
SENSOR_005,2026-01-24 16:45:09.939471,18.91,69.83,1004.17,431,1,60.5,-46,Sleep
SENSOR_033,2026-01-24 06:54:09.939473,29.52,73.07,1012.59,567,0,87.9,-78,Active
SENSOR_029,2026-01-23 17:58:09.939475,24.28,72.3,999.27,683,1,44.1,-74,Active
SENSOR_008,2026-01-24 14:20:09.939477,21.91,45.65,1020.52,652,1,40.9,-51,Active
SENSOR_033,2026-01-23 20:25:09.939479,28.34,55.28,1020.51,643,1,91.3,-87,Active
SENSOR_005,2026-01-24 05:40:09.939481,15.35,62.51,997.96,478,1,44.4,-68,Active
SENSOR_016,2026-01-24 17:38:09.939483,26.33,46.1,999.88,712,0,72.1,-56,Active
SENSOR_014,2026-01-24 12:29:09.939485,20.82,32.05,992.18,367,1,79.2,-80,Active
SENSOR_021,2026-01-24 03:31:09.939487,19.72,54.78,1028.7,800,0,83.1,-79,Active
SENSOR_037,2026-01-24 01:41:09.939489,25.06,30.64,1004.61,932,1,99.6,-82,Active
SENSOR_024,2026-01-24 06:29:09.939490,19.94,77.53,1011.66,820,1,84.3,-76,Active
SENSOR_044,2026-01-24 06:25:09.939492,22.91,69.83,1009.33,356,0,72.6,-46,Active
SENSOR_027,2026-01-23 19:48:09.939494,21.5,39.6,1022.88,407,0,91.6,-54,Active
SENSOR_005,2026-01-24 14:29:09.939496,23.53,44.38,1019.6,344,1,92.5,-86,Active
SENSOR_042,2026-01-24 11:31:09.939498,19.46,79.14,1019.07,178,0,97.9,-72,Active
SENSOR_028,2026-01-24 05:41:09.939500,26.63,48.68,1004.88,424,0,82.1,-80,Sleep
SENSOR_019,2026-01-24 07:27:09.939502,11.78,69.19,1019.81,540,0,35.6,-82,Sleep
SENSOR_010,2026-01-24 12:21:09.939504,25.2,52.34,1022.28,442,0,76.8,-56,Error
SENSOR_002,2026-01-24 01:58:09.939506,12.54,73.2,1019.52,935,0,26.0,-41,Error
SENSOR_021,2026-01-23 23:15:09.939508,18.23,65.19,1000.11,818,0,45.4,-64,Idle
SENSOR_039,2026-01-24 11:33:09.939510,24.61,31.15,1001.7,305,0,29.3,-78,Error
SENSOR_024,2026-01-24 17:10:09.939511,11.93,44.72,1030.37,366,1,96.0,-34,Sleep
SENSOR_022,2026-01-24 02:55:09.939513,22.83,57.9,1032.44,35,0,47.1,-31,Idle
SENSOR_027,2026-01-23 20:52:09.939515,15.14,76.31,1012.3,462,0,77.1,-79,Active
SENSOR_042,2026-01-24 02:20:09.939517,17.15,35.1,1012.29,620,0,65.7,-82,Active
SENSOR_024,2026-01-23 21:39:09.939519,16.92,60.06,1014.57,827,0,28.6,-49,Idle
SENSOR_031,2026-01-23 22:15:09.939521,15.28,45.11,1018.79,145,0,64.9,-63,Active
SENSOR_019,2026-01-23 18:12:09.939522,13.35,74.47,998.57,787,1,72.9,-78,Idle
SENSOR_040,2026-01-24 03:04:09.939524,32.36,68.26,1015.3,900,0,90.5,-71,Active
SENSOR_002,2026-01-24 04:17:09.939526,21.09,48.49,1002.69,145,0,25.6,-39,Active
SENSOR_011,2026-01-24 01:45:09.939528,15.81,38.36,1012.8,379,1,43.7,-78,Idle
SENSOR_024,2026-01-24 09:36:09.939530,19.19,30.57,1004.16,167,0,75.4,-64,Sleep
SENSOR_003,2026-01-24 09:17:09.939532,22.18,61.06,1006.52,768,0,22.7,-65,Active
SENSOR_019,2026-01-24 05:10:09.939534,20.11,50.31,1014.82,274,1,36.3,-62,Sleep
SENSOR_010,2026-01-23 21:24:09.939536,15.67,45.74,1006.83,86,0,37.5,-62,Idle
SENSOR_038,2026-01-24 06:23:09.939538,17.5,79.28,1002.01,153,1,73.5,-69,Active
SENSOR_002,2026-01-24 01:26:09.939539,27.93,53.31,1027.54,496,0,42.9,-82,Active
SENSOR_007,2026-01-23 18:45:09.939541,14.99,67.49,1002.15,796,0,68.0,-67,Active
SENSOR_039,2026-01-24 04:13:09.939543,12.02,38.87,989.9,314,1,97.2,-49,Active
SENSOR_014,2026-01-24 07:40:09.939545,20.06,30.67,1018.69,830,0,83.5,-72,Active
SENSOR_021,2026-01-24 16:32:09.939547,12.34,50.88,1010.1,609,0,46.6,-53,Active
SENSOR_033,2026-01-24 09:55:09.939549,17.45,63.28,1012.71,722,1,57.8,-60,Active
SENSOR_046,2026-01-24 00:36:09.939551,15.74,55.33,1014.58,957,0,36.1,-52,Idle
SENSOR_050,2026-01-24 14:14:09.939553,15.78,74.52,1025.71,559,1,21.3,-76,Active
SENSOR_048,2026-01-24 03:32:09.939555,22.35,51.7,1031.64,829,1,43.2,-37,Active
SENSOR_033,2026-01-24 03:22:09.939557,23.29,45.55,1015.53,273,0,49.6,-59,Active
SENSOR_038,2026-01-24 08:43:09.939558,17.97,75.8,1001.24,705,0,65.1,-40,Idle
SENSOR_046,2026-01-23 22:12:09.939560,21.53,50.34,1014.46,763,0,95.5,-45,Sleep
SENSOR_023,2026-01-24 04:14:09.939562,17.72,43.48,1018.89,794,1,95.8,-43,Active
SENSOR_014,2026-01-23 21:40:09.939564,24.0,34.88,1023.04,261,0,25.6,-45,Sleep
SENSOR_025,2026-01-24 16:56:09.939566,14.61,69.67,1014.37,486,0,69.2,-62,Idle
SENSOR_038,2026-01-24 12:19:09.939568,22.83,71.25,1007.39,453,0,23.4,-34,Idle
SENSOR_003,2026-01-24 00:26:09.939570,23.21,31.66,1003.93,442,0,71.8,-39,Idle
SENSOR_043,2026-01-24 12:14:09.939571,33.68,47.93,1011.83,261,0,29.4,-57,Active
SENSOR_047,2026-01-24 07:39:09.939573,13.23,67.49,997.99,542,1,95.7,-82,Active
SENSOR_010,2026-01-23 21:32:09.939575,35.28,77.32,1016.94,104,0,89.1,-56,Active
SENSOR_025,2026-01-23 18:06:09.939577,25.78,48.89,1014.77,999,0,21.8,-85,Active
SENSOR_049,2026-01-24 00:01:09.939579,31.14,73.6,1014.72,349,1,82.6,-54,Active
SENSOR_042,2026-01-24 11:08:09.939581,26.53,49.69,1020.18,823,0,70.9,-77,Sleep
SENSOR_006,2026-01-23 22:31:09.939583,17.28,38.97,1027.51,437,1,59.6,-44,Active
SENSOR_005,2026-01-24 13:09:09.939585,25.29,30.17,1012.3,980,0,68.2,-41,Error
SENSOR_015,2026-01-24 13:28:09.939587,18.67,46.51,1013.77,168,0,74.3,-42,Active
SENSOR_037,2026-01-23 19:16:09.939588,21.56,48.92,1009.3,747,1,90.8,-82,Active
SENSOR_033,2026-01-24 06:32:09.939590,16.13,77.26,1018.52,785,0,81.4,-72,Active
SENSOR_037,2026-01-24 16:04:09.939592,18.61,40.3,1012.92,342,0,66.0,-68,Active
SENSOR_041,2026-01-24 14:49:09.939594,26.48,49.11,1024.55,229,0,86.0,-34,Error
SENSOR_036,2026-01-24 07:21:09.939596,24.19,31.26,1024.34,22,1,99.0,-50,Idle
SENSOR_047,2026-01-24 13:05:09.939598,27.12,68.18,1016.16,987,1,44.0,-63,Active
SENSOR_027,2026-01-24 06:06:09.939600,15.01,75.76,1012.2,675,0,29.5,-75,Sleep
SENSOR_035,2026-01-24 02:15:09.939602,12.65,41.89,1010.27,280,1,78.5,-65,Idle
SENSOR_047,2026-01-24 04:24:09.939604,27.51,51.45,1017.8,518,0,98.3,-53,Active
SENSOR_008,2026-01-24 12:16:09.939606,27.14,36.11,1017.83,721,0,29.3,-51,Active
SENSOR_034,2026-01-24 02:11:09.939607,23.06,52.84,1010.26,252,1,54.5,-66,Active
SENSOR_004,2026-01-24 17:53:09.939609,24.1,36.67,1015.88,403,1,25.0,-56,Active
SENSOR_039,2026-01-23 19:26:09.939611,26.33,56.17,1005.26,132,0,82.1,-37,Idle
SENSOR_031,2026-01-24 12:52:09.939613,22.91,66.73,1017.51,273,0,95.9,-86,Active
SENSOR_043,2026-01-24 11:04:09.939615,24.68,57.67,1006.1,617,0,59.9,-84,Active
SENSOR_034,2026-01-24 12:02:09.939617,26.07,42.26,1020.72,231,1,52.8,-68,Active
SENSOR_034,2026-01-24 07:37:09.939619,21.53,47.69,1009.83,544,1,92.6,-66,Error
SENSOR_029,2026-01-24 07:25:09.939621,20.27,61.93,1029.74,78,0,30.7,-90,Idle
SENSOR_021,2026-01-24 15:10:09.939622,23.91,59.49,1013.39,34,1,91.3,-69,Active
SENSOR_018,2026-01-24 11:36:09.939624,33.32,36.84,1015.38,494,1,51.4,-38,Active
SENSOR_013,2026-01-24 09:51:09.939626,17.76,72.25,999.01,109,1,64.8,-87,Active
SENSOR_037,2026-01-24 10:58:09.939628,19.85,53.76,1027.07,320,0,62.3,-33,Idle
SENSOR_019,2026-01-24 03:00:09.939630,13.22,38.12,1012.62,574,0,69.3,-63,Active
SENSOR_016,2026-01-24 14:50:09.939632,24.17,36.14,1030.4,980,0,95.4,-43,Idle
SENSOR_022,2026-01-24 09:33:09.939634,19.35,78.28,1013.48,327,0,96.1,-32,Sleep
SENSOR_016,2026-01-24 12:39:09.939636,15.0,44.08,1010.86,966,1,86.5,-77,Active
SENSOR_050,2026-01-23 18:32:09.939637,21.68,75.43,1007.89,808,1,35.3,-58,Active
SENSOR_024,2026-01-23 22:57:09.939639,29.47,50.53,1019.42,689,0,46.7,-87,Active
SENSOR_015,2026-01-24 05:08:09.939641,20.24,49.3,1018.21,383,1,59.0,-49,Active
SENSOR_030,2026-01-24 17:44:09.939643,20.7,65.05,999.66,363,0,92.4,-80,Active
SENSOR_021,2026-01-24 01:37:09.939645,29.28,30.49,1007.31,231,0,61.7,-52,Active
SENSOR_048,2026-01-24 12:28:09.939647,21.97,46.9,1020.22,615,0,98.2,-59,Active
SENSOR_008,2026-01-24 06:09:09.939649,15.96,45.13,1006.56,413,0,98.7,-87,Active
SENSOR_045,2026-01-24 14:30:09.939651,25.44,73.4,1004.83,293,0,67.9,-90,Sleep
