packet_id,timestamp,source_ip,dest_ip,source_port,dest_port,protocol,packet_size,ttl,flags
796,2026-01-24 14:56:43.901773,49.155.5.1,106.80.191.66,4387,9000,TCP,1287,89,SYN
797,2026-01-24 16:14:51.901774,143.69.176.74,150.43.68.193,33816,80,HTTPS,1399,122,ACK
798,2026-01-23 18:32:53.901776,130.4.251.243,31.151.227.133,10788,80,UDP,771,52,SYN
799,2026-01-23 20:54:11.901778,132.153.4.197,100.117.21.120,56320,3306,HTTP,1122,123,SYN
800,2026-01-24 08:16:01.901779,120.149.118.204,141.172.218.116,61326,22,ICMP,442,111,RST
801,2026-01-23 18:11:45.901781,11.191.96.106,129.221.209.95,55844,80,UDP,450,87,SYN
802,2026-01-24 10:13:38.901783,153.223.202.64,137.162.139.98,21644,443,HTTPS,300,118,FIN
803,2026-01-23 21:04:18.901784,51.199.193.57,16.91.226.60,43751,3306,TCP,679,51,FIN
804,2026-01-24 02:44:07.901786,77.40.216.161,77.38.183.231,13959,80,ICMP,346,85,FIN
805,2026-01-23 19:23:53.901788,71.139.145.167,31.150.40.202,9092,5432,UDP,64,56,RST
806,2026-01-23 18:38:16.901789,146.137.211.49,80.116.50.31,52411,8080,UDP,527,59,ACK
807,2026-01-24 16:48:00.901791,27.93.69.75,28.184.19.140,8319,443,UDP,1317,36,PSH
808,2026-01-23 23:46:11.901793,38.233.231.70,61.170.100.173,42184,8080,HTTPS,1030,52,SYN
809,2026-01-23 19:04:06.901794,189.251.96.83,94.128.154.191,12414,8080,HTTPS,235,49,PSH
810,2026-01-23 22:02:20.901796,14.77.25.249,184.140.97.181,42240,80,HTTPS,1174,78,ACK
811,2026-01-24 07:21:22.901798,146.11.95.249,164.70.133.3,21155,443,HTTP,1210,101,ACK
812,2026-01-23 18:31:53.901799,36.144.137.33,86.144.177.201,30242,443,UDP,906,88,RST
813,2026-01-24 06:54:13.901801,122.4.119.24,113.207.6.121,11457,22,ICMP,1385,124,FIN
814,2026-01-24 00:19:09.901803,48.7.252.56,177.76.203.59,16062,8080,HTTPS,753,50,FIN
815,2026-01-24 08:59:13.901804,97.215.159.202,68.107.242.60,53351,443,HTTPS,638,96,ACK
816,2026-01-24 03:07:02.901806,137.190.237.179,142.239.236.88,29206,22,UDP,228,34,RST
817,2026-01-24 07:04:24.901808,18.169.41.216,31.160.96.110,12552,3306,HTTPS,446,73,RST
818,2026-01-24 01:23:23.901809,47.28.136.199,188.213.107.113,22305,22,HTTP,272,52,SYN
819,2026-01-24 15:14:45.901811,110.36.240.47,125.15.191.36,55213,5432,HTTP,1476,71,FIN
820,2026-01-24 15:43:17.901869,59.128.195.213,157.65.156.242,49535,9000,HTTPS,287,98,ACK
821,2026-01-24 12:08:50.901874,13.62.127.99,12.255.181.87,57603,80,UDP,66,56,PSH
822,2026-01-24 01:53:50.901876,123.126.17.51,67.214.217.176,9629,3306,UDP,435,86,FIN
823,2026-01-24 02:46:13.901878,127.48.106.122,113.153.166.151,35806,9000,UDP,674,115,SYN
824,2026-01-24 00:16:18.901879,109.159.165.41,15.16.71.40,2405,9000,TCP,179,83,RST
825,2026-01-24 00:59:34.901881,171.21.62.65,94.200.195.53,2122,3306,HTTPS,1357,75,ACK
826,2026-01-24 10:28:28.901883,133.152.101.93,110.32.197.49,20834,5432,UDP,510,116,FIN
827,2026-01-24 05:31:00.901884,23.111.57.61,131.55.168.146,53831,22,HTTP,1455,87,PSH
828,2026-01-23 19:48:53.901886,172.222.166.4,125.155.47.44,25346,80,ICMP,1340,86,SYN
829,2026-01-24 12:40:19.901888,52.141.61.102,36.90.16.212,42893,22,ICMP,1404,118,SYN
830,2026-01-24 06:31:19.901890,72.4.21.149,186.250.13.48,33979,443,UDP,478,101,FIN
831,2026-01-24 06:16:36.901891,186.243.79.96,60.35.197.73,62412,22,ICMP,1182,108,PSH
832,2026-01-24 05:19:41.901893,32.127.80.128,62.119.149.169,45740,3306,ICMP,955,118,SYN
833,2026-01-24 03:23:09.901895,33.173.30.16,144.35.232.15,11231,80,TCP,1111,104,ACK
834,2026-01-24 13:08:30.901897,101.78.54.33,104.5.87.84,22817,22,HTTP,726,112,SYN
835,2026-01-24 04:24:42.901899,134.119.162.252,115.200.80.254,3116,80,HTTP,1137,97,PSH
836,2026-01-23 23:09:10.901900,152.177.224.188,38.66.214.123,29244,80,TCP,781,50,RST
837,2026-01-23 21:27:13.901902,59.10.193.92,27.199.105.34,19538,443,TCP,1422,114,RST
838,2026-01-24 14:02:12.901904,44.128.20.125,62.158.221.210,39034,443,ICMP,1166,38,FIN
839,2026-01-24 06:17:02.901905,190.224.150.139,191.243.81.155,9573,3306,HTTPS,1114,94,PSH
840,2026-01-24 09:06:04.901907,188.250.97.146,157.158.103.129,23055,5432,ICMP,334,73,SYN
841,2026-01-24 00:55:08.901909,57.178.165.188,185.234.141.52,6209,9000,TCP,625,73,SYN
842,2026-01-24 13:26:30.901910,129.140.82.18,11.73.228.17,16295,80,HTTP,867,90,RST
843,2026-01-24 08:09:51.901912,145.79.230.76,112.126.168.234,6800,5432,ICMP,310,51,RST
844,2026-01-24 01:32:00.901914,77.187.232.1,155.251.235.119,60790,9000,HTTPS,450,104,ACK
845,2026-01-24 08:52:34.901915,173.194.94.227,157.20.46.74,13473,9000,ICMP,765,48,RST
846,2026-01-24 12:46:24.901917,14.186.122.83,175.233.177.180,25321,3306,UDP,622,58,ACK
847,2026-01-24 14:22:40.901919,26.198.97.135,192.152.200.157,57723,9000,ICMP,1036,78,SYN
848,2026-01-24 16:03:37.901921,184.254.78.157,54.212.127.46,41615,9000,TCP,1448,33,ACK
849,2026-01-24 07:20:11.901922,82.165.209.165,168.221.234.99,16741,80,HTTP,1047,94,ACK
850,2026-01-24 03:54:58.901924,92.56.49.134,178.93.48.101,41147,80,HTTP,415,93,FIN
851,2026-01-23 19:29:51.901926,178.34.22.214,188.22.122.227,40257,8080,TCP,1343,50,RST
852,2026-01-24 02:40:44.901927,43.91.16.52,50.140.149.171,46529,5432,UDP,1309,48,ACK
853,2026-01-24 08:51:48.901929,37.248.98.26,27.111.252.106,51673,22,TCP,816,100,SYN
854,2026-01-24 12:05:17.901931,18.198.250.135,151.62.188.20,47116,443,ICMP,844,70,PSH
855,2026-01-24 05:58:52.901933,169.131.25.94,36.166.209.116,64695,22,TCP,1088,113,ACK
856,2026-01-23 20:52:11.901934,66.36.6.239,52.129.106.130,11374,5432,TCP,609,102,RST
857,2026-01-24 06:31:01.901936,63.251.40.120,21.236.13.19,31646,443,UDP,142,112,FIN
858,2026-01-24 10:59:28.901938,173.31.184.143,173.236.195.88,36347,22,ICMP,1323,70,SYN
859,2026-01-24 12:06:04.901940,116.188.29.211,112.99.203.10,55585,8080,HTTPS,397,67,FIN
860,2026-01-23 23:45:41.901941,167.136.20.188,12.128.58.182,60710,443,HTTPS,952,71,PSH
861,2026-01-23 23:09:43.901943,28.155.39.242,44.167.237.125,3975,80,HTTP,1436,76,ACK
862,2026-01-24 00:54:23.901945,65.49.51.186,128.34.42.141,18646,22,TCP,1185,35,ACK
863,2026-01-23 23:44:36.901947,69.197.97.50,178.124.224.36,59341,443,HTTP,1169,56,RST
864,2026-01-24 06:40:08.901949,144.127.91.143,130.142.82.44,5751,8080,UDP,565,100,ACK
865,2026-01-23 23:47:38.901951,152.212.54.197,14.51.90.76,54141,9000,HTTPS,828,61,SYN
866,2026-01-24 17:03:32.901952,173.183.234.180,41.200.86.20,39478,443,TCP,984,107,PSH
867,2026-01-24 14:37:27.901954,180.218.53.43,181.5.139.40,59418,443,UDP,613,99,FIN
868,2026-01-24 03:35:06.901956,56.205.172.169,122.183.91.56,37493,8080,UDP,77,119,PSH
869,2026-01-23 23:30:00.901957,50.226.180.232,192.17.110.114,36572,9000,TCP,455,60,ACK
870,2026-01-24 01:15:19.901959,90.166.190.106,188.24.52.100,24806,22,UDP,1434,104,FIN
871,2026-01-24 09:08:17.901961,172.220.165.156,186.157.227.14,51764,3306,TCP,373,99,RST
872,2026-01-24 10:04:10.901963,71.109.192.197,163.2.24.198,29478,22,TCP,449,82,PSH
873,2026-01-23 20:39:49.901965,150.130.184.247,106.103.127.96,3392,9000,ICMP,1296,55,FIN
874,2026-01-24 05:03:15.901966,125.229.203.1,71.102.46.5,65424,5432,HTTP,1444,45,FIN
875,2026-01-24 16:07:52.901968,18.145.8.133,117.14.7.87,16616,8080,UDP,1037,100,FIN
876,2026-01-24 16:03:45.901970,44.154.3.77,59.32.112.246,23197,22,UDP,1181,49,SYN
877,2026-01-24 07:39:32.901972,66.109.161.6,34.85.85.12,34228,443,ICMP,1180,73,PSH
878,2026-01-23 23:53:03.901973,186.141.79.25,116.55.167.83,36620,8080,ICMP,403,88,FIN
879,2026-01-23 20:08:52.901975,19.235.182.40,153.97.106.240,35348,80,ICMP,660,114,PSH
880,2026-01-23 18:04:54.901977,45.135.187.228,148.202.219.31,57746,9000,HTTPS,820,43,FIN
881,2026-01-24 00:46:09.901978,159.127.119.66,69.109.54.92,47156,22,HTTPS,1109,113,RST
882,2026-01-24 07:29:56.901980,86.47.204.146,92.88.7.103,62226,8080,HTTPS,354,48,RST
883,2026-01-23 22:21:44.901982,65.39.166.203,177.161.6.100,24888,22,TCP,369,61,RST
884,2026-01-24 17:36:18.901984,133.88.249.212,64.234.112.17,59672,8080,UDP,697,119,ACK
885,2026-01-24 13:59:20.901985,186.48.153.10,178.142.188.12,48853,443,HTTP,1215,106,FIN
886,2026-01-24 02:12:47.901987,157.195.40.200,27.111.210.78,31774,80,TCP,688,54,ACK
887,2026-01-24 13:01:34.901989,24.171.178.226,163.255.52.183,11600,80,UDP,1002,112,PSH
888,2026-01-24 08:16:25.901991,121.213.61.223,147.87.128.246,17590,5432,UDP,1360,32,ACK
889,2026-01-24 04:35:06.901992,68.5.195.14,34.166.198.174,8214,8080,ICMP,911,110,PSH
890,2026-01-24 03:13:14.901994,88.21.163.139,187.68.170.45,24095,22,ICMP,505,63,PSH
891,2026-01-24 04:34:45.901996,154.76.167.129,172.162.246.18,39357,80,TCP,566,40,PSH
892,2026-01-24 16:15:19.901998,188.113.78.13,95.9.229.98,57417,9000,ICMP,193,46,ACK
893,2026-01-24 03:19:04.901999,182.201.228.193,140.119.6.60,16393,80,UDP,1219,59,FIN
894,2026-01-24 16:02:24.902001,162.46.113.111,15.63.158.61,25059,3306,ICMP,660,55,ACK
895,2026-01-23 21:08:22.902003,84.201.75.34,119.124.40.16,55751,3306,HTTPS,925,91,FIN
896,2026-01-23 21:26:51.902004,96.42.243.147,45.191.255.76,2613,80,ICMP,1477,66,FIN
897,2026-01-24 10:48:56.902006,22.204.134.22,61.77.192.53,59955,8080,UDP,656,117,PSH
898,2026-01-24 04:42:13.902008,112.222.66.196,174.19.121.237,26259,5432,TCP,1062,58,ACK
899,2026-01-23 21:45:37.902009,44.246.101.125,163.227.168.35,1183,80,HTTP,388,114,FIN
900,2026-01-24 07:23:42.902011,111.100.126.63,81.162.20.134,13169,443,ICMP,1156,107,RST
901,2026-01-24 15:13:32.902013,28.136.220.83,116.147.12.59,16397,22,UDP,511,51,FIN
902,2026-01-24 03:50:10.902014,185.45.57.172,94.175.124.53,32945,5432,HTTP,882,96,RST
903,2026-01-23 23:32:36.902016,115.216.187.90,148.27.127.206,40347,443,HTTP,1252,116,ACK
904,2026-01-24 01:30:21.902018,58.164.176.153,185.113.195.134,17261,5432,HTTPS,772,80,ACK
905,2026-01-23 21:52:59.902019,177.12.156.44,92.93.226.162,42995,443,HTTP,328,32,ACK
906,2026-01-24 07:43:06.902021,99.226.74.113,11.33.251.18,9268,22,UDP,675,41,FIN
907,2026-01-23 19:12:40.902023,21.119.102.176,59.26.72.241,15767,22,UDP,1429,78,SYN
908,2026-01-23 19:39:19.902025,105.79.43.29,62.64.46.45,32590,3306,ICMP,895,90,FIN
909,2026-01-24 13:34:37.902026,23.124.75.223,161.104.120.130,47125,8080,ICMP,1365,127,FIN
910,2026-01-24 13:13:05.902028,83.7.175.178,30.218.239.80,47133,443,ICMP,737,93,PSH
911,2026-01-24 14:22:57.902030,38.156.230.121,52.101.125.109,57022,3306,HTTP,220,117,PSH
912,2026-01-24 03:33:40.902032,15.169.107.190,55.127.155.74,19715,443,HTTP,314,49,FIN
913,2026-01-24 04:18:54.902033,147.108.104.140,157.229.103.70,35020,3306,HTTPS,941,77,RST
914,2026-01-24 05:33:25.902035,143.132.247.160,133.40.184.102,57402,22,ICMP,593,63,PSH
915,2026-01-23 21:35:33.902037,46.9.192.150,106.85.241.113,6614,5432,TCP,390,58,FIN
916,2026-01-24 04:35:29.902039,179.22.130.44,118.221.79.210,57095,9000,HTTPS,1024,123,SYN
917,2026-01-24 12:39:00.902040,25.145.102.203,133.10.195.110,6609,3306,TCP,958,49,RST
918,2026-01-24 10:39:19.902042,188.138.27.120,31.153.78.142,10251,443,HTTP,160,70,ACK
919,2026-01-23 19:58:03.902054,177.4.34.100,54.131.194.119,29302,443,HTTPS,576,80,FIN
920,2026-01-23 23:21:58.902056,179.138.184.222,88.232.145.97,39838,9000,HTTPS,279,124,FIN
921,2026-01-24 03:17:19.902058,37.9.149.223,153.246.36.86,13261,8080,UDP,1219,113,RST
922,2026-01-23 23:41:43.902059,176.197.118.251,44.240.100.40,16673,22,HTTP,1347,75,PSH
923,2026-01-24 16:26:13.902061,107.50.161.125,58.2.6.221,38737,443,HTTP,188,103,PSH
924,2026-01-24 16:15:11.902062,162.45.95.51,138.191.251.104,8951,80,HTTPS,1169,85,PSH
925,2026-01-24 16:29:09.902064,138.234.11.11,116.202.191.99,46433,5432,HTTP,1370,126,ACK
926,2026-01-24 12:54:48.902066,73.156.170.126,135.157.36.105,49790,3306,HTTPS,122,65,RST
927,2026-01-24 05:46:37.902067,110.80.9.89,19.63.197.239,47178,8080,UDP,224,102,RST
928,2026-01-24 00:39:15.902069,185.180.181.161,154.83.99.196,8040,9000,HTTPS,347,67,PSH
929,2026-01-23 22:59:40.902071,87.120.141.208,121.130.178.131,15051,5432,HTTP,169,49,PSH
930,2026-01-24 01:15:51.902072,25.131.198.228,191.250.188.179,49712,22,HTTP,1192,69,SYN
931,2026-01-24 12:28:48.902074,17.143.115.39,24.197.217.189,25166,8080,HTTPS,291,90,SYN
932,2026-01-23 19:49:46.902076,97.201.70.23,73.124.244.9,47544,3306,HTTPS,381,40,FIN
933,2026-01-23 23:08:01.902077,107.116.213.62,102.14.75.67,55262,3306,HTTPS,865,104,FIN
934,2026-01-24 12:48:48.902079,156.78.218.249,164.233.75.66,59632,9000,ICMP,937,103,RST
935,2026-01-24 05:57:42.902081,89.168.229.139,73.82.6.30,24569,80,HTTP,535,82,RST
936,2026-01-23 19:34:53.902082,43.105.70.149,33.196.203.181,52060,9000,HTTP,1143,66,ACK
937,2026-01-24 06:18:19.902084,148.103.70.80,160.41.96.225,32921,22,ICMP,688,113,ACK
938,2026-01-24 11:59:10.902086,186.69.220.233,118.84.218.65,51985,8080,HTTPS,76,36,SYN
939,2026-01-24 03:35:44.902087,47.80.162.18,187.154.195.151,4191,8080,UDP,1105,45,FIN
940,2026-01-23 19:27:24.902089,152.60.94.82,88.210.45.28,45781,443,HTTPS,757,123,SYN
941,2026-01-24 07:00:28.902091,47.15.163.226,172.176.73.69,27941,80,HTTPS,1036,61,SYN
942,2026-01-23 20:17:09.902092,115.210.155.114,63.203.157.2,23760,80,ICMP,176,35,FIN
943,2026-01-24 05:39:20.902094,173.140.77.200,53.251.0.25,29014,8080,HTTP,292,70,ACK
944,2026-01-23 23:25:55.902096,58.54.67.48,27.213.213.168,63575,8080,HTTPS,234,115,FIN
945,2026-01-23 23:20:40.902097,16.136.118.153,83.220.87.46,59185,5432,HTTP,358,95,PSH
946,2026-01-23 22:31:15.902099,69.118.13.92,105.95.68.51,15111,5432,TCP,252,56,PSH
947,2026-01-24 00:04:04.902101,30.244.68.129,134.93.56.116,23464,5432,HTTP,489,59,PSH
948,2026-01-23 21:24:26.902102,164.240.191.48,155.108.95.52,36229,80,UDP,1040,107,RST
949,2026-01-24 06:59:15.902104,109.251.242.36,25.93.98.67,56644,443,UDP,1166,97,ACK
950,2026-01-24 00:36:44.902106,51.98.115.9,114.225.55.223,16299,3306,HTTPS,721,109,ACK
951,2026-01-24 17:17:49.902107,114.7.138.244,172.85.40.76,59256,5432,HTTP,982,53,RST
952,2026-01-24 04:29:28.902109,115.113.103.194,31.193.63.71,56127,443,HTTPS,1269,62,SYN
953,2026-01-24 05:50:33.902111,62.33.90.238,26.175.15.150,6300,9000,ICMP,562,54,PSH
954,2026-01-24 13:54:43.902112,122.250.166.222,70.244.248.173,42651,22,UDP,825,79,PSH
955,2026-01-24 02:44:13.902114,127.126.218.104,35.4.31.69,41610,5432,HTTPS,929,51,SYN
956,2026-01-23 20:39:02.902116,20.194.160.101,11.21.49.55,38520,9000,ICMP,889,69,FIN
957,2026-01-24 06:42:02.902117,166.19.55.116,143.3.192.155,20032,3306,HTTPS,134,86,FIN
958,2026-01-23 18:59:31.902119,126.21.125.133,143.136.248.122,6762,22,HTTP,311,99,ACK
959,2026-01-24 16:55:57.902121,147.202.20.143,96.219.172.95,33426,22,HTTP,209,110,RST
960,2026-01-23 20:10:11.902123,109.25.97.75,184.175.161.210,54408,3306,HTTP,1383,119,ACK
961,2026-01-24 00:37:24.902124,122.203.155.199,71.184.204.97,64410,5432,HTTP,645,120,FIN
962,2026-01-24 08:14:06.902126,83.236.85.109,166.29.182.224,6817,80,TCP,533,32,SYN
963,2026-01-23 18:02:00.902128,85.27.72.119,94.51.1.117,38315,3306,ICMP,256,38,ACK
964,2026-01-23 20:50:28.902130,175.231.46.185,188.205.71.7,6595,3306,ICMP,1155,88,PSH
965,2026-01-23 20:52:18.902131,138.57.92.200,164.62.143.244,32355,3306,HTTP,557,126,PSH
966,2026-01-24 09:37:05.902133,159.69.201.106,189.127.188.116,17233,22,TCP,115,43,SYN
967,2026-01-24 16:01:58.902135,92.230.12.46,168.243.211.170,49038,443,HTTP,945,36,FIN
968,2026-01-23 20:39:26.902136,126.103.232.24,58.1.164.5,26418,9000,TCP,426,81,PSH
969,2026-01-24 00:24:36.902138,74.165.83.184,172.184.23.249,44172,80,HTTP,980,73,PSH
970,2026-01-24 11:41:40.902140,41.46.58.181,93.227.119.156,26706,5432,UDP,537,43,RST
971,2026-01-23 22:48:57.902141,125.185.43.135,134.204.41.90,3248,5432,UDP,584,49,ACK
972,2026-01-23 19:00:02.902143,191.196.81.97,119.243.51.188,42181,9000,HTTPS,1385,97,FIN
973,2026-01-23 19:20:19.902145,150.194.22.197,108.150.99.183,61039,443,HTTP,754,105,ACK
974,2026-01-24 04:03:37.902147,53.171.76.42,46.16.65.128,49719,3306,ICMP,1285,110,FIN
975,2026-01-24 12:31:20.902149,47.91.26.108,32.154.239.44,56267,80,HTTPS,1215,125,PSH
976,2026-01-24 09:05:04.902150,88.158.228.74,124.59.246.170,65202,5432,UDP,595,48,RST
977,2026-01-24 16:45:11.902152,170.92.60.231,148.123.124.55,45476,9000,HTTP,1498,99,ACK
978,2026-01-23 21:03:22.902154,43.103.1.160,53.45.54.112,44432,8080,HTTPS,903,102,PSH
979,2026-01-24 13:54:05.902155,74.6.234.128,17.82.167.232,33465,9000,HTTP,1152,93,FIN
980,2026-01-24 10:57:23.902157,137.2.252.61,108.143.112.185,42454,5432,UDP,304,72,ACK
981,2026-01-24 17:12:47.902159,65.243.232.105,75.243.63.171,40153,3306,HTTPS,1456,126,ACK
982,2026-01-24 01:50:42.902160,123.40.3.63,44.251.46.204,35740,8080,UDP,599,65,PSH
983,2026-01-24 06:28:53.902162,150.142.106.13,187.170.114.239,63392,443,TCP,1471,101,ACK
984,2026-01-24 02:39:19.902164,57.75.28.168,157.33.175.97,45883,80,UDP,146,76,RST
985,2026-01-24 12:23:21.902165,99.18.74.219,107.223.119.58,27610,443,HTTP,1045,89,RST
986,2026-01-24 02:52:02.902167,18.152.169.236,76.59.148.23,45784,443,ICMP,1014,82,PSH
987,2026-01-24 10:28:45.902169,32.25.55.107,38.45.174.190,65143,9000,UDP,674,65,FIN
988,2026-01-24 02:57:41.902170,55.82.145.157,161.96.59.147,24502,80,ICMP,637,75,PSH
989,2026-01-23 23:37:55.902172,179.90.233.192,104.65.160.245,63369,80,TCP,349,46,RST
990,2026-01-23 19:38:22.902174,158.184.18.24,107.0.159.16,7342,5432,HTTPS,1052,109,SYN
991,2026-01-24 00:43:55.902175,86.165.188.230,161.97.198.251,29718,5432,HTTPS,522,101,SYN
992,2026-01-24 15:38:06.902177,107.34.218.216,118.163.186.205,21204,80,ICMP,1299,81,ACK
993,2026-01-24 12:52:31.902179,150.33.149.121,183.64.113.28,13204,8080,HTTPS,189,63,ACK
994,2026-01-23 23:01:05.902181,44.62.140.85,111.4.235.81,34026,22,UDP,488,98,SYN
995,2026-01-24 10:21:13.902182,144.211.107.179,47.151.112.128,16396,5432,ICMP,617,34,RST
996,2026-01-23 21:28:53.902184,63.29.55.147,184.233.75.154,30820,22,HTTP,673,117,ACK
997,2026-01-24 06:04:05.902185,171.44.247.186,82.74.17.154,59296,9000,UDP,1245,117,PSH
998,2026-01-24 00:29:08.902187,186.147.218.156,91.158.63.71,53783,8080,UDP,175,105,PSH
999,2026-01-23 22:46:14.902189,91.132.181.238,190.244.110.127,25451,80,UDP,465,82,RST
1000,2026-01-24 04:10:58.902191,43.254.254.127,84.192.30.252,34314,8080,HTTP,185,98,ACK
